Unnamed: 0,name,level,primaryMuscles,instructions,id
452,Lying Supine Dumbbell Curl,beginner,biceps,Lie down on a flat bench face up while holding a dumbbell in each arm on top of your thighs. Bring the dumbbells to the sides with the arms extended and the palms of the hands facing your thighs (neutral grip). While keeping the arms close to your torso and elbows in slowly lower your arms (as you keep them extended with a slight bend at the elbows) as far down towards the floor as you can go. Once you cannot go down any further lock your upper arms in that position and that will be your starting position. As you breathe out slowly begin to curl the weights up as you simultaneously rotate your wrists so that the palms of the hands face up. Continue curling the weight until your biceps are fully contracted and squeeze hard at the top position for a second. Tip: Only the forearms should move. Upper arms should remain stationary and elbows should stay in throughout the movement. Return back to the starting position very slowly.,Lying_Supine_Dumbbell_Curl
456,Machine Bicep Curl,beginner,biceps,Adjust the seat to the appropriate height and make your weight selection. Place your upper arms against the pads and grasp the handles. This will be your starting position. Perform the movement by flexing the elbow pulling your lower arm towards your upper arm. Pause at the top of the movement and then slowly return the weight to the starting position. Avoid returning the weight all the way to the stops until the set is complete to keep tension on the muscles being worked.,Machine_Bicep_Curl
457,Machine Preacher Curls,beginner,biceps,Sit down on the Preacher Curl Machine and select the weight. Place the back of your upper arms (your triceps) on the preacher pad provided and grab the handles using an underhand grip (palms facing up). Tip: Make sure that when you place the arms on the pad you keep the elbows in. This will be your starting position. Now lift the handles as you exhale and you contract the biceps. At the top of the position make sure that you hold the contraction for a second. Tip: Only the forearms should move. The upper arms should remain stationary and on the pad at all times. Lower the handles slowly back to the starting position as you inhale. Repeat for the recommended amount of repetitions.,Machine_Preacher_Curls
461,Medicine Ball Full Twist,beginner,abdominals,For this exercise you will need a medicine ball and a partner. Stand back to back with your partner spaced 2-3 feet apart. This will be your starting position. Hold the ball in front of the trunk. Open the hips and turn the shoulders at the same time as your partner. For full rotation you and your partner should twist in the same direction i.e. counter-clockwise. Pass the ball to your partner and both of you can now twist in the opposite direction to repeat the procedure.,Medicine_Ball_Full_Twist
477,Oblique Crunches,beginner,abdominals,Lie flat on the floor with your lower back pressed to the ground. For this exercise you will need to put one hand beside your head and the other to the side against the floor. Make sure your feet are elevated and resting on a flat surface. Now lift the shoulder in which your hand is touching your head. Simply elevate your shoulder and body upward until you touch your knee. For example if you have your right hand besides your head then you want to elevate your body upwards until your right elbow touches your left knee. The same variation can be applied doing the inverse and using your left elbow to touch your right knee. After your knee touches your elbow lower your body until you have reached the starting position. Remember to breathe in during the eccentric (lowering) part of the exercise and to breathe out during the concentric (upward) part of the exercise. Continue alternating in this manner until all of the recommended repetitions for each side have been completed.,Oblique_Crunches
478,Oblique Crunches - On The Floor,beginner,abdominals,Start out by lying on your right side with your legs lying on top of each other. Make sure your knees are bent a little bit. Place your left hand behind your head. Once you are in this set position begin by moving your left elbow up as you would perform a normal crunch except this time the main emphasis is on your obliques. Crunch as high as you can hold the contraction for a second and then slowly drop back down into the starting position. Remember to breathe in during the eccentric (lowering) part of the exercise and to breathe out during the concentric (elevation) part of the exercise.,Oblique_Crunches_-_On_The_Floor
484,One-Arm High-Pulley Cable Side Bends,beginner,abdominals,Connect a standard handle to a tower. Move cable to highest pulley position. Stand with side to cable. With one hand reach up and grab handle with underhand grip. Pull down cable until elbow touches your side and the handle is by your shoulder. Position feet hip-width apart. Place free hand on hip to help gauge pivot point. Keep arm in static position. Contract oblique to bring the weight down in a side crunch. Once you reach maximum contraction slowly release the weight to the starting position. The weight stack should never be unloaded in a resting position. The aim is constant tension during the set. Repeat to failure. Then reposition and repeat the same series of movements on the opposite side.,One-Arm_High-Pulley_Cable_Side_Bends
499,One-Arm Medicine Ball Slam,beginner,abdominals,Start in a standing position with a staggered athletic stance. Hold a medicine ball in one hand on the same side as your back leg. This will be your starting position. Begin by winding the arm raising the medicine ball above your head. As you do so extend through the hips knees and ankles to load up for the slam. At peak extension flex the shoulders spine and hips to throw the ball hard into the ground directly in front of you. Catch the ball on the bounce and continue for the desired number of repetitions.,One-Arm_Medicine_Ball_Slam
508,One Arm Dumbbell Preacher Curl,beginner,biceps,Grab a dumbbell with the right arm and place the upper arm on top of the preacher bench or the incline bench. The dumbbell should be held at shoulder length. This will be your starting position. As you breathe in slowly lower the dumbbell until your upper arm is extended and the biceps is fully stretched. As you exhale use the biceps to curl the weight up until your biceps is fully contracted and the dumbbell is at shoulder height. Again remember that to ensure full contraction you need to bring that small finger higher than the thumb. Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions. Switch arms and repeat the movement.,One_Arm_Dumbbell_Preacher_Curl
518,Otis-Up,beginner,abdominals,Secure your feet and lay back on the floor. Your knees should be bent. Hold a weight with both hands to your chest. This will be your starting position. Initiate the movement by flexing the hips and spine to raise your torso up from the ground. As you move up press the weight up so that it is above your head at the top of the movement. Return the weight to your chest as you reverse the sit-up motion ensuring not to go all the way down to the floor.,Otis-Up
523,Overhead Stretch,beginner,abdominals,Standing straight up lace your fingers together and open your palms to the ceiling. Keep your shoulders down as you extend your arms up. To create a full torso stretch pull your tailbone down and stabilize your torso as you do this. Stretch the muscles on both the front and the back of the torso.,Overhead_Stretch
525,Pallof Press,beginner,abdominals,"Connect a standard handle to a tower and—if possible—position the cable to shoulder height. If not a low pulley will suffice. ""With your side to the cable grab the handle with both hands and step away from the tower. You should be approximately arms length away from the pulley with the tension of the weight on the cable."" With your feet positioned hip-width apart and knees slightly bent hold the cable to the middle of your chest. This will be your starting position. Press the cable away from your chest fully extending both arms. You core should be tight and engaged. Hold the repetition for several seconds before returning to the starting position. At the conclusion of the set repeat facing the other direction.",Pallof_Press
526,Pallof Press With Rotation,beginner,abdominals,"Connect a standard handle to a tower and position the cable to shoulder height. ""With your side to the cable grab the handle with one hand and step away from the tower. You should be approximately arms length away from the pulley with the tension of the weight on the cable. Align outstretched arm with cable."" With your feet positioned hip-width apart pull the cable into your chest and grab the handle with your other hand. Both hands should be on the handle at this time. Facing forward press the cable away from your chest. You core should be tight and engaged. Keeping your hips straight twist your torso away from the pulley until you get a full quarter rotation. Maintain your rigid stance and straight arms. Return to the neutral position in a slow and controlled manner. Your arms should be extended in front of you. With the side tension still engaging your core bring your hands to your chest and immediately press outward to a fully extended position. This constitutes one rep. Repeat to failure. Then reposition and repeat the same series of movements on the opposite side.",Pallof_Press_With_Rotation
538,Plank,beginner,abdominals,Get into a prone position on the floor supporting your weight on your toes and your forearms. Your arms are bent and directly below the shoulder. Keep your body straight at all times and hold this position as long as possible. To increase difficulty an arm or leg can be raised.,Plank
553,Preacher Curl,beginner,biceps,To perform this movement you will need a preacher bench and an E-Z bar. Grab the E-Z curl bar at the close inner handle (either have someone hand you the bar which is preferable or grab the bar from the front bar rest provided by most preacher benches). The palm of your hands should be facing forward and they should be slightly tilted inwards due to the shape of the bar. With the upper arms positioned against the preacher bench pad and the chest against it hold the E-Z Curl Bar at shoulder length. This will be your starting position. As you breathe in slowly lower the bar until your upper arm is extended and the biceps is fully stretched. As you exhale use the biceps to curl the weight up until your biceps is fully contracted and the bar is at shoulder height. Squeeze the biceps hard and hold this position for a second. Repeat for the recommended amount of repetitions.,Preacher_Curl
554,Preacher Hammer Dumbbell Curl,beginner,biceps,Place the upper part of both arms on top of the preacher bench as you hold a dumbbell in each hand with the palms facing each other (neutral grip). As you breathe in slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched. As you exhale use the biceps to curl the weight up until your biceps is fully contracted and the dumbbells are at shoulder height. Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.,Preacher_Hammer_Dumbbell_Curl
584,Reverse Barbell Curl,beginner,biceps,Stand up with your torso upright while holding a barbell at shoulder width with the elbows close to the torso. The palm of your hands should be facing down (pronated grip). This will be your starting position. While holding the upper arms stationary curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle. Slowly begin to bring the bar back to starting position as your breathe in. Repeat for the recommended amount of repetitions.,Reverse_Barbell_Curl
586,Reverse Cable Curl,beginner,biceps,Stand up with your torso upright while holding a bar attachment that is attached to a low pulley using a pronated (palms down) and shoulder width grip. Make sure also that you keep the elbows close to the torso. This will be your starting position. While holding the upper arms stationary curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle. Slowly begin to bring the bar back to starting position as your breathe in. Repeat for the recommended amount of repetitions.,Reverse_Cable_Curl
587,Reverse Crunch,beginner,abdominals,Lie down on the floor with your legs fully extended and arms to the side of your torso with the palms on the floor. Your arms should be stationary for the entire exercise. Move your legs up so that your thighs are perpendicular to the floor and feet are together and parallel to the floor. This is the starting position. While inhaling move your legs towards the torso as you roll your pelvis backwards and you raise your hips off the floor. At the end of this movement your knees will be touching your chest. Hold the contraction for a second and move your legs back to the starting position while exhaling. Repeat for the recommended amount of repetitions.,Reverse_Crunch
594,Reverse Plate Curls,beginner,biceps,"""Start by standing straight with a weighted plate held by both hands and arms fully extended. Use a pronated grip (palms facing down) and make sure your fingers grab the rough side of the plate while your thumb grabs the smooth side. Note: For the best results grab the weighted plate at an 11:00 and 1:00 oclock position."" Your feet should be shoulder width apart from each other and the weighted plate should be near the groin area. This is the starting position. Slowly lift the plate up while keeping the elbows in and the upper arms stationary until your biceps and forearms touch while exhaling. The plate should be evenly aligned with your torso at this point. Feel the contraction for a second and begin to lower the weight back down to the starting position while inhaling Repeat for the recommended amount of repetitions.",Reverse_Plate_Curls
606,Rope Crunch,beginner,abdominals,Kneel 1-2 feet in front of a cable system with a rope attached. After selecting an appropriate weight grasp the rope with both hands reaching overhead. Your torso should be upright in the starting position. To begin flex at the spine attempting to bring your rib cage to your legs as you pull the cable down. Pause at the bottom of the motion and then slowly return to the starting position. These can be done with twists or to the side to hit the obliques.,Rope_Crunch
616,Scissor Kick,beginner,abdominals,To begin lie down with your back pressed against the floor or on an exercise mat (optional). Your arms should be fully extended to the sides with your palms facing down. Note: The arms should be stationary the entire time. With a slight bend at the knees lift your legs up so that your heels are about 6 inches off the ground. This is the starting position. Now lift your left leg up to about a 45 degree angle while your right leg is lowered until the heel is about 2-3 inches from the ground. Switch movements by raising your right leg up and lowering your left leg. Remember to breathe while performing this exercise. Repeat for the recommended amount of repetitions.,Scissor_Kick
620,Seated Barbell Twist,beginner,abdominals,Start out by sitting at the end of a flat bench with a barbell placed on top of your thighs. Your feet should be shoulder width apart from each other. Grip the bar with your palms facing down and make sure your hands are wider than shoulder width apart from each other. Begin to lift the barbell up over your head until your arms are fully extended. Now lower the barbell behind your head until it is resting along the base of your neck. This is the starting position. While keeping your feet and head stationary move your waist from side to side so that your oblique muscles feel the contraction. Only move from side to side as far as your waist will allow you to go. Stretching or moving too far can cause an injury to occur. Tip: Use a slow and controlled motion. Remember to breathe out while twisting your body to the side and in when moving back to the starting position. Repeat for the recommended amount of repetitions.,Seated_Barbell_Twist
630,Seated Dumbbell Curl,beginner,biceps,Sit on a flat bench with a dumbbell on each hand being held at arms length. The elbows should be close to the torso. Rotate the palms of the hands so that they are facing your torso. This will be your starting position. While holding the upper arm stationary curl the weights and start twisting the wrists once the dumbbells pass your thighs so that the palms of your hands face forward at the end of the movement. Make sure that you contract the biceps as you breathe out and make sure that only the forearms move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Slowly begin to bring the dumbbells back to the starting position as your breathe in and as you rotate the wrists back to a neutral grip. Repeat for the recommended amount of repetitions.,Seated_Dumbbell_Curl
631,Seated Dumbbell Inner Biceps Curl,beginner,biceps,Sit on the end of a flat bench with a dumbbell in each hand being held at arms length. The elbows should be close to the torso. Rotate the palms of the hands so that they are facing inward in a neutral position. This will be your starting position. While holding the upper arms stationary curl the dumbbells out and up turning the palms out as you lift and keeping your forearms in line with your outer deltoids. Tips: Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Slowly begin to bring the dumbbells back to the starting position as your breathe in. Remember to rotate your arms as you lower the dumbbells so that you can switch back to a neutral grip. Repeat for the recommended amount of repetitions.,Seated_Dumbbell_Inner_Biceps_Curl
635,Seated Flat Bench Leg Pull-In,beginner,abdominals,Sit on a bench with the legs stretched out in front of you slightly below parallel and your arms holding on to the sides of the bench. Your torso should be leaning backwards around a 45-degree angle from the bench. This will be your starting position. Bring the knees in toward you as you move your torso closer to them at the same time. Breathe out as you perform this movement. After a second pause go back to the starting position as you inhale. Repeat for the recommended amount of repetitions.,Seated_Flat_Bench_Leg_Pull-In
644,Seated Leg Tucks,beginner,abdominals,Sit on a bench with the legs stretched out in front of you slightly below parallel and your arms holding on to the sides of the bench. Your torso should be leaning backwards around a 45-degree angle from the bench. This will be your starting position. Bring the knees in toward you as you move your torso closer to them at the same time. Breathe out as you perform this movement. After a second pause go back to the starting position as you inhale. Repeat for the recommended amount of repetitions.,Seated_Leg_Tucks
648,Seated Overhead Stretch,beginner,abdominals,Sit up straight on an exercise mat. Touch the soles of your feet together with your feet six to eight inches in front of your hips. Place one hand on the floor beside you and your other hand behind your head. Lift your elbow to the ceiling as you incline your torso to the other side. Hold for 10 to 20 seconds then switch sides.,Seated_Overhead_Stretch
661,Side Bridge,beginner,abdominals,,Side_Bridge
663,Side Jackknife,beginner,abdominals,,Side_Jackknife
686,Sit-Up,beginner,abdominals,Lie down on the floor placing your feet either under something that will not move or by having a partner hold them. Your legs should be bent at the knees. Place your hands behind your head and lock them together by clasping your fingers. This is the starting position. Elevate your upper body so that it creates an imaginary V-shape with your thighs. Breathe out when performing this part of the exercise. Once you feel the contraction for a second lower your upper body back down to the starting position while inhaling. Repeat for the recommended amount of repetitions.,Sit-Up
695,Sledgehammer Swings,beginner,abdominals,You will need a tire and a sledgehammer for this exercise. Stand in front of the tire about two feet away from it with a staggered stance. Grip the sledgehammer. If you are right handed your left hand should be at the bottom of the handle and your right hand should be choking up closer to the head. As you bring the sledge up your right hand slides toward the head; as you swing down your right hand will slide down to join your left hand. Slam it down as hard as you can against the tire. Control the bounce of the hammer off of the tire. Repeat on the other side.,Sledgehammer_Swings
704,Smith Machine Hip Raise,beginner,abdominals,Position a bench in the rack and load the bar to an appropriate weight. Lie down on the bench placing the bottom of your feet against the bar. Unlock the bar and extend your legs. You may need to use your hands to assist you. For added stability grasp the sides of the Smith Machine. This will be your starting position. Initiate the movement by rotating your pelvis flexing your spine to raise your hips off of the bench. Maintain a slight bend in the knees throughout the motion. After a brief pause return the hips to the bench. Repeat for the desired number of repetitions.,Smith_Machine_Hip_Raise
724,Spell Caster,beginner,abdominals,Hold a dumbbell in each hand with a pronated grip. Your feet should be wide with your hips and knees extended. This will be your starting position. Begin the movement by pulling both of the dumbbells to one side next to your hip rotating your torso. Keeping your arms straight and the dumbbells parallel to the ground rotate your torso to swing the weights to your opposite side. Continue alternating rotating from one side to the other until the set is complete.,Spell_Caster
725,Spider Crawl,beginner,abdominals,Begin in a prone position on the floor. Support your weight on your hands and toes with your feet together and your body straight. Your arms should be bent to 90 degrees. This will be your starting position. Initiate the movement by raising one foot off of the ground. Externally rotate the leg and bring the knee toward your elbow as far forward as possible. Return this leg to the starting position and repeat on the opposite side.,Spider_Crawl
726,Spider Curl,beginner,biceps,Start out by setting the bar on the part of the preacher bench that you would normally sit on. Make sure to align the barbell properly so that it is balanced and will not fall off. Move to the front side of the preacher bench (the part where the arms usually lay) and position yourself to lay at a 45 degree slant with your torso and stomach pressed against the front side of the preacher bench. Make sure that your feet (especially the toes) are well positioned on the floor and place your upper arms on top of the pad located on the inside part of the preacher bench. Use your arms to grab the barbell with a supinated grip (palms facing up) at about shoulder width apart or slightly closer from each other. Slowly begin to lift the barbell upwards and exhale. Hold the contracted position for a second as you squeeze the biceps. Slowly begin to bring the barbell back to the starting position as your breathe in. . Repeat for the recommended amount of repetitions.,Spider_Curl
745,Standing Biceps Cable Curl,beginner,biceps,Stand up with your torso upright while holding a cable curl bar that is attached to a low pulley. Grab the cable bar at shoulder width and keep the elbows close to the torso. The palm of your hands should be facing up (supinated grip). This will be your starting position. While holding the upper arms stationary curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle. Slowly begin to bring the curl bar back to starting position as your breathe in. Repeat for the recommended amount of repetitions.,Standing_Biceps_Cable_Curl
746,Standing Biceps Stretch,beginner,biceps,Clasp your hands behind your back with your palms together straighten arms and then rotate them so your palms face downward. Raise your arms up and hold until you feel a stretch in your biceps.,Standing_Biceps_Stretch
749,Standing Cable Lift,beginner,abdominals,"Connect a standard handle on a tower and move the cable to the lowest pulley position. ""With your side to the cable grab the handle with one hand and step away from the tower. You should be approximately arms length away from the pulley with the tension of the weight on the cable. Your outstretched arm should be aligned with the cable."" With your feet positioned shoulder width apart squat down and grab the handle with both hands. Your arms should still be fully extended. In one motion pull the handle up and across your body until your arms are in a fully-extended position above your head. Keep your back straight and your arms close to your body as you pivot your back foot and straighten your legs to get a full range of motion. Retract your arms and then your body. Return to the neutral position in a slow and controlled manner. Repeat to failure. Then reposition and repeat the same series of movements on the opposite side.",Standing_Cable_Lift
750,Standing Cable Wood Chop,beginner,abdominals,"Connect a standard handle to a tower and move the cable to the highest pulley position. ""With your side to the cable grab the handle with one hand and step away from the tower. You should be approximately arms length away from the pulley with the tension of the weight on the cable. Your outstretched arm should be aligned with the cable."" With your feet positioned shoulder width apart reach upward with your other hand and grab the handle with both hands. Your arms should still be fully extended. In one motion pull the handle down and across your body to your front knee while rotating your torso. Keep your back and arms straight and core tight while you pivot your back foot and bend your knees to get a full range of motion. Maintain your stance and straight arms. Return to the neutral position in a slow and controlled manner. Repeat to failure. Then reposition and repeat the same series of movements on the opposite side.",Standing_Cable_Wood_Chop
752,Standing Concentration Curl,beginner,biceps,Taking a dumbbell in your working hand lean forward. Allow your working arm to hang perpendicular to the ground with the elbow pointing out. This will be your starting position. Flex the elbow to curl the weight keeping the upper arm stationary. At the top of the repetition flex the biceps and pause. Lower the dumbbell back to the starting position. Repeat the movement for the prescribed amount of repetitions.,Standing_Concentration_Curl
766,Standing Lateral Stretch,beginner,abdominals,"Take a slightly wider than hip distance stance with your knees slightly bent. Place your right hand on your right hip to support the spine. Raise your left arm in a vertical line and place your left hand behind your head. Keep it there as you incline your torso to the right. ""Keep your weight evenly distributed between both legs (dont lean into your left hip). Switch sides.""",Standing_Lateral_Stretch
774,Standing One-Arm Dumbbell Curl Over Incline Bench,beginner,biceps,Stand on the back side of an incline bench as if you were going to be a spotter for someone. Have a dumbbell in one hand and rest it across the incline bench with a supinated (palms up) grip. Position your non lifting hand at the corner or side of the incline bench. The chest should be pressed against the top part of the incline and your feet should be pressed against the floor at a wide stance. This is the starting position. While holding the upper arm stationary curl the dumbbell upward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbell is at shoulder level. Hold the contracted position for a second. Slowly begin to bring the dumbbells back to starting position as your breathe in. Repeat for the recommended amount of repetitions. Switch arms while performing this exercise.,Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench
781,Standing Rope Crunch,beginner,abdominals,Attach a rope to a high pulley and select an appropriate weight. Stand with your back to the cable tower. Take the rope with both hands over your shoulders holding it to your upper chest. This will be your starting position. Perform the movement by flexing the spine crunching the weight down as far as you can. Hold the peak contraction for a moment before returning to the starting position.,Standing_Rope_Crunch
792,Stomach Vacuum,beginner,abdominals,To begin stand straight with your feet shoulder width apart from each other. Place your hands on your hips. This is the starting position. Now slowly inhale as much air as possible and then start to exhale as much as possible while bringing your stomach in as much as possible and hold this position. Try to visualize your navel touching your backbone. One isometric contraction is around 20 seconds. During the 20 second hold try to breathe normally. Then inhale and bring your stomach back to the starting position. Once you have practiced this exercise try to perform this exercise for longer than 20 seconds. Tip: You can work your way up to 40-60 seconds. Repeat for the recommended amount of sets.,Stomach_Vacuum
803,Supine One-Arm Overhead Throw,beginner,abdominals,Lay on the ground on your back with your knees bent. Hold the ball with one hand extending the arm fully behind your head. This will be your starting position. Initiate the movement at the shoulder throwing the ball directly forward of you as you sit up attempting to go for maximum distance. The ball can be thrown to a partner or bounced off of a wall.,Supine_One-Arm_Overhead_Throw
804,Supine Two-Arm Overhead Throw,beginner,abdominals,Lay on the ground on your back with your knees bent. Hold the ball with both hands extending the arms fully behind your head. This will be your starting position. Initiate the movement at the shoulder throwing the ball directly forward of you as you sit up attempting to go for maximum distance. The ball can be thrown to a partner or bounced off of a wall.,Supine_Two-Arm_Overhead_Throw
807,Suspended Reverse Crunch,beginner,abdominals,Secure a set of suspension straps with the handles hanging about a foot off of the ground. Move yourself into a pushup plank position facing away from the rack. Place your feet into the handles. You should maintain a straight posture not allowing the hips to sag. This will be your starting position. Begin the movement by flexing the knees and hips drawing the knees to your torso. As you do so anteriorly tilt your pelvis allowing your spine to flex. At the top of the controlled motion return to the starting position.,Suspended_Reverse_Crunch
817,Toe Touchers,beginner,abdominals,To begin lie down on the floor or an exercise mat with your back pressed against the floor. Your arms should be lying across your sides with the palms facing down. Your legs should be touching each other. Slowly elevate your legs up in the air until they are almost perpendicular to the floor with a slight bend at the knees. Your feet should be parallel to the floor. Move your arms so that they are fully extended at a 45 degree angle from the floor. This is the starting position. While keeping your lower back pressed against the floor slowly lift your torso and use your hands to try and touch your toes. Remember to exhale while perform this part of the exercise. Slowly begin to lower your torso and arms back down to the starting position while inhaling. Remember to keep your arms straight out pointing towards your toes. Repeat for the recommended amount of repetitions.,Toe_Touchers
818,Torso Rotation,beginner,abdominals,Stand upright holding an exercise ball with both hands. Extend your arms so the ball is straight out in front of you. This will be your starting position. Rotate your torso to one side keeping your eyes on the ball as you move. Now rotate back to the opposite direction. Repeat for 10-20 repetitions.,Torso_Rotation
828,Tuck Crunch,beginner,abdominals,To begin lie down on the floor or an exercise mat with your back pressed against the floor. Your arms should be lying across your sides with the palms facing down. Your legs should be crossed by wrapping one ankle around the other. Slowly elevate your legs up in the air until your thighs are perpendicular to the floor with a slight bend at the knees. Note: Your knees and toes should be parallel to the floor as opposed to the thighs. Move your arms from the floor and cross them so they are resting on your chest. This is the starting position. While keeping your lower back pressed against the floor slowly lift your torso. Remember to exhale while perform this part of the exercise. Slowly begin to lower your torso back down to the starting position while inhaling. Repeat for the recommended amount of repetitions.,Tuck_Crunch
829,Two-Arm Dumbbell Preacher Curl,beginner,biceps,Grab a dumbbell with each arm and place the upper arms on top of the preacher bench or the incline bench. The dumbbell should be held at shoulder length. This will be your starting position. As you breathe in slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched. As you exhale use the biceps to curl the weights up until your biceps is fully contracted and the dumbbells are at shoulder height. Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.,Two-Arm_Dumbbell_Preacher_Curl
848,Weighted Crunches,beginner,abdominals,Lie flat on your back with your feet flat on the ground or resting on a bench with your knees bent at a 90 degree angle. Hold a weight to your chest or you may hold it extended above your torso. This will be your starting position. Now exhale and slowly begin to roll your shoulders off the floor. Your shoulders should come up off the floor about 4 inches while your lower back remains on the floor. At the top of the movement flex your abdominals and hold for a brief pause. Then inhale and slowly lower yourself back down to the starting position.,Weighted_Crunches
860,Wide-Grip Standing Barbell Curl,beginner,biceps,Stand up with your torso upright while holding a barbell at the wide outer handle. The palm of your hands should be facing forward. The elbows should be close to the torso. This will be your starting position. While holding the upper arms stationary curl the weights forward while contracting the biceps as you breathe out. Tip: Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second and squeeze the biceps hard. Slowly begin to bring the bar back to starting position as your breathe in. Repeat for the recommended amount of repetitions.,Wide-Grip_Standing_Barbell_Curl
863,Wind Sprints,beginner,abdominals,Hang from a pull-up bar using a pronated grip. Your arms and legs should be extended. This will be your starting position. Begin by quickly raising one knee as high as you can. Do not swing your body or your legs. 3 Immediately reverse the motion returning that leg to the starting position. Simultaneously raise the opposite knee as high as possible. Continue alternating between legs until the set is complete.,Wind_Sprints
